transaction_id,utr_number,batch_id,scheme_name,rail_operator,originating_country,currency_code,transaction_type,amount,fee_charged,net_amount,status,failure_reason,initiated_at,completed_at,latency_ms,sender_account,sender_bank,receiver_account,receiver_bank,device_type,auth_method,merchant_category,is_cross_border,edge_case_flag,edge_case_note,data_classification,synthetic_version,do_not_use_in_prod
d715ccb1-4603-4034-ab9c-de7d9e887ea0,C1WKR297KKAXT22F,BATCH_20250402_57,EthSwitch,EthSwitch,ET,USD,P2G,418.44,0.0,418.44,COMPLETED,,2025-04-02T01:24:17,2025-04-02T01:24:17.268000,268,XXXX34094204,BANAMEX,XXXX85261727,LLOYDS,WEB_BROWSER,MPIN,TRANSPORT,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
d8df23d6-8a68-4604-8bc7-826cc727d95c,XUGJSG8WG2D6CXNQAZD,BATCH_20250308_43,RwandaRapide,NBR,RW,USD,P2B,148.38,0.0,148.38,COMPLETED,,2025-03-08T09:11:52,2025-03-08T09:11:55.834000,3834,XXXX18184619,KASIKORN,XXXX80587544,ICICI_BANK,ATM,MPIN,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ee55e507-9129-4462-a95a-9ac8af5104ce,XL9Y895AP0JC69FA,BATCH_20250523_65,NAPAS 247,NAPAS,VN,USD,G2P,1748.38,0.69,1747.69,FAILED,INVALID_VPA,2025-05-23T22:58:05,,3770,XXXX84334862,FNB_ZA,XXXX82398959,BNP_PARIBAS,ATM,HARDWARE_TOKEN,TRANSPORT,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
eeb787de-f40e-4b8c-9e51-10a6aa8ff8e2,0H1LT35H3FFHMNK4NS9T6A9,BATCH_20250403_52,UPI,NPCI,IN,INR,P2B,7056.08,7.76,7048.32,COMPLETED,,2025-04-03T11:52:58,2025-04-03T11:52:58.863000,863,XXXX65216495,HDFC_BANK,XXXX69655644,LLOYDS,ATM,OTP,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
81c01650-67e7-403b-9793-3809f4d96f0a,RNTSJZ7A949PGT7G42VY8V,BATCH_20250503_01,NPP,NPPA,AU,AUD,P2P,59.98,0.0,59.98,COMPLETED,,2025-05-03T22:22:35,2025-05-03T22:22:42.246000,7246,XXXX59937639,DEUTSCHE_BANK,XXXX56518116,ITAU_BANK,USSD,HARDWARE_TOKEN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
18ac9eb8-d309-469e-bb71-88198d6913ad,2P1X7VUW1G8WTJKYAR,BATCH_20250518_27,Zengin,JBA,JP,USD,G2P,12147.53,2.6,12144.93,COMPLETED,,2025-05-18T13:10:14,2025-05-18T13:10:18.753000,4753,XXXX50682793,PKO_BP,XXXX57984321,BRADESCO,MOBILE_APP,MPIN,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
7b4f9567-b8ee-4ec2-8175-544bbe2c7f39,TYVSP3AT4FZ3AAR8D0,BATCH_20250421_57,Raast,SBP,PK,PKR,P2B,1043.12,2.02,1041.1,COMPLETED,,2025-04-21T00:52:56,2025-04-21T00:52:58.527000,2527,XXXX50806209,HDFC_BANK,XXXX34531451,BARCLAYS,WEB_BROWSER,MPIN,TRANSPORT,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1da11f5e-811a-48fc-9a73-c29d829433c6,VNV0P402CXNWBQTWLB,BATCH_20250407_95,DuitNow,PayNet,MY,MYR,P2B,5897.25,0.0,5897.25,REVERSED,INVALID_ACCOUNT_NUMBER,2025-04-07T15:53:25,,5949,XXXX68705856,COMMBANK,XXXX85562711,BNP_PARIBAS,MOBILE_APP,MPIN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1018fa55-6b75-4aa2-b4b0-5d2d8dd51b51,N0LV1M48UXHS4FR9B52LS4U,BATCH_20250305_28,SARIE,Saudi Payments,SA,USD,P2B,4031.25,0.0,4031.25,FAILED,DUPLICATE_TRANSACTION,2025-03-05T22:55:46,,4310,XXXX60013366,FIRST_BANK_NG,XXXX67547060,COMMBANK,API_DIRECT,HARDWARE_TOKEN,RETAIL,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
c0a0744c-32b3-4e4c-9b19-888f52f2f803,H7V4BLJDENJTKCYT9D1AZP,BATCH_20250420_16,SBP,NSPK,RU,USD,P2G,2268.0,0.0,2268.0,COMPLETED,,2025-04-20T05:02:45,2025-04-20T05:02:51.490000,6490,XXXX41787119,HDFC_BANK,XXXX43459189,PKO_BP,USSD,MPIN,TRANSPORT,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f86d4b74-9582-4dad-9abc-8783a741e433,UKSCRWGFYZUNVFJDQQVY,BATCH_20250401_08,Faster Payments,Pay.UK,GB,GBP,P2P,1433.63,0.0,1433.63,REVERSED,INVALID_ACCOUNT_NUMBER,2025-04-01T03:34:38,,2691,XXXX87262739,ITAU_BANK,XXXX27094374,FIRST_BANK_NG,MOBILE_APP,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
654c3ef9-9567-47a8-97d5-788e40a4f7a1,FBNL0K5W9KNMWP9D9G1,BATCH_20250517_71,bKash,bKash Ltd,BD,USD,B2B,5523.62,0.0,5523.62,TIMED_OUT,INVALID_VPA,2025-05-17T05:24:05,,32268,XXXX58544715,AXIS_BANK,XXXX31244995,LLOYDS,ATM,BIOMETRIC,HEALTHCARE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2bf69dcd-df6d-4a90-be58-f7803400faf7,KJHB5VHJGBG59AQ8T8EC,BATCH_20250417_50,SBP,NSPK,RU,USD,B2B,9538.34,0.0,9538.34,FAILED,BENEFICIARY_NOT_FOUND,2025-04-17T05:01:37,,3669,XXXX22720807,AXIS_BANK,XXXX10578876,DBS_BANK,ATM,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2e43f40a-424e-4dc7-8101-9f97238e6cb9,XGA7JHJH161HUWALX362HT0,BATCH_20250304_98,NPP,NPPA,AU,AUD,P2P,1883.18,0.0,1883.18,COMPLETED,,2025-03-04T20:35:18,2025-03-04T20:35:26.837000,8837,XXXX42425202,BNP_PARIBAS,XXXX88564408,ICICI_BANK,USSD,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
357ba0a9-dc82-47a8-bbd4-183a854ba8a4,HK2TNJ103LJ4CK3C83,BATCH_20250526_32,SBP,NSPK,RU,USD,P2G,2137.61,4.18,2133.43,COMPLETED,,2025-05-26T17:13:11,2025-05-26T17:13:19.949000,8949,XXXX77544395,AXIS_BANK,XXXX92777727,PKO_BP,API_DIRECT,BIOMETRIC,TRANSPORT,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
6917fd48-6d5d-403d-b27f-cb295fcefbbc,KWRS3Y08AUP0EZVM5Y5W,BATCH_20250503_67,DuitNow,PayNet,MY,MYR,P2P,368.7,0.0,368.7,COMPLETED,,2025-05-03T05:20:26,2025-05-03T05:20:32.387000,6387,XXXX74854828,BRI,XXXX00165053,DBS_BANK,WEB_BROWSER,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4ee7f3e6-9169-410e-ae7e-f9fc5083c1d8,NUA1DLBHBCEDB0G3N,BATCH_20250518_45,Transferencias 3.0,BCRA,AR,USD,P2B,407.58,0.0,407.58,REVERSED,DAILY_LIMIT_EXCEEDED,2025-05-18T14:33:03,,1489,XXXX15344893,KASIKORN,XXXX67003221,MAYBANK,USSD,OTP,GOVERNMENT_FEE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
0c166faf-51f1-46a9-a1d5-d7f7155d8568,ZXCRLP1V1U49VNACZ3SRSH8,BATCH_20250526_84,Vipps,Vipps AS,NO,USD,P2P,3049.2,0.0,3049.2,REVERSED,BENEFICIARY_NOT_FOUND,2025-05-26T11:06:17,,811,XXXX12729410,LLOYDS,XXXX23687310,MAYBANK,POS_TERMINAL,MPIN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2b7ee40f-7cf6-432d-8860-b39fddd7f3a8,SPGV9M7P96PKEAER0HNF6A4Z,BATCH_20250412_65,NIP,NIBSS,NG,NGN,B2B,7828.78,0.0,7828.78,COMPLETED,,2025-04-12T00:06:02,2025-04-12T00:06:04.710000,2710,XXXX72583719,FIRST_BANK_NG,XXXX84583345,BRADESCO,API_DIRECT,MPIN,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
33adcec3-1c5a-4d98-8b54-ce52b41427cf,7G00HB6G5QBHD4DWXEYRE93,BATCH_20250412_38,SARIE,Saudi Payments,SA,USD,P2P,3201.44,0.0,3201.44,COMPLETED,,2025-04-12T08:49:35,2025-04-12T08:49:41.734000,6734,XXXX28639787,PKO_BP,XXXX45546924,FIRST_BANK_NG,ATM,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
3246ed1c-e870-43bb-85f3-4d534d50b4aa,4988F1JBNHLCM295L9N5CQY,BATCH_20250403_93,NPP,NPPA,AU,AUD,P2P,1550.07,1.01,1549.06,PENDING,,2025-04-03T09:00:58,,,XXXX59567273,HDFC_BANK,XXXX77844874,FNB_ZA,POS_TERMINAL,HARDWARE_TOKEN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
67a97e5e-d977-4ab1-bac0-464ed77b5232,J8VKKANDKGWR9TH18H,BATCH_20250515_49,LankaPay,LankaClear,LK,USD,G2P,1426.33,1.59,1424.74,COMPLETED,,2025-05-15T11:44:47,2025-05-15T11:44:52.192000,5192,XXXX15978513,JP_MORGAN,XXXX65020434,FNB_ZA,ATM,HARDWARE_TOKEN,FOOD_BEVERAGE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
dca965af-d8f0-462a-9b63-a318c862b3e9,K5JHV22PF8WAKMJ1Y8,BATCH_20250306_41,Bizum,AEB,ES,USD,P2B,400.97,0.0,400.97,REVERSED,DUPLICATE_TRANSACTION,2025-03-06T03:12:18,,3732,XXXX21658340,BRADESCO,XXXX33629532,DBS_BANK,WEB_BROWSER,OTP,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
14e6d7b3-e86d-47ed-a2b4-ab73336b5a45,DKN9HX60L0DN0DJZ2JSGQT,BATCH_20250418_57,LankaPay,LankaClear,LK,USD,P2B,574.24,0.0,574.24,COMPLETED,,2025-04-18T13:30:34,2025-04-18T13:30:43.081000,9081,XXXX20439492,JP_MORGAN,XXXX90323418,PKO_BP,ATM,OTP,GOVERNMENT_FEE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8a177dae-5ec1-4644-815a-53686fec8438,ED4SNE3TFECG2DJGMHD,BATCH_20250530_23,Express Elixir,KIR,PL,PLN,P2G,8494.95,0.0,8494.95,PENDING,,2025-05-30T01:02:14,,,XXXX01263415,MAYBANK,XXXX51555032,BRI,POS_TERMINAL,MPIN,FOOD_BEVERAGE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
6ad20360-b002-4ea4-910a-1e6aba9ad1f3,TLY9U3XVKVRNT0P3A5U,BATCH_20250501_60,SPEI,Banxico,MX,MXN,P2P,3174.28,6.27,3168.01,COMPLETED,,2025-05-01T19:27:39,2025-05-01T19:27:44.668000,5668,XXXX80042744,AXIS_BANK,XXXX25035573,FIRST_BANK_NG,POS_TERMINAL,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
36b235a7-4a4f-4e74-8e8e-82f3ce7f98a2,ZF9WEK3GBKVR3L13YDZZBV0,BATCH_20250509_79,FedNow,Federal Reserve,US,USD,P2P,212.92,0.0,212.92,COMPLETED,,2025-05-09T00:19:49,2025-05-09T00:19:56.410000,7410,XXXX30778336,PKO_BP,XXXX15686221,BRADESCO,POS_TERMINAL,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
893ef64b-c62e-41eb-bdc6-e84df1665422,71791FYNW49VZVP4,BATCH_20250521_33,Zengin,JBA,JP,USD,P2B,11031.39,0.0,11031.39,COMPLETED,,2025-05-21T19:35:53,2025-05-21T19:35:55.852000,2852,XXXX14059548,JP_MORGAN,XXXX58345165,STATE_BANK,POS_TERMINAL,OTP,GOVERNMENT_FEE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
14f00c01-1c66-42be-8168-2c1cbfeb8142,RR87MUPWDJ1EWJ2F,BATCH_20250528_50,InstaPay EG,EBC,EG,USD,G2P,941.65,0.0,941.65,COMPLETED,,2025-05-28T13:00:23,2025-05-28T13:00:26.393000,3393,XXXX36175879,ICICI_BANK,XXXX24345887,PKO_BP,WEB_BROWSER,MPIN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f4bf89d6-b609-42a1-a3a8-94b29aadcc6b,BD383738G4091S6B,BATCH_20250307_89,TIPS,Bank of Tanzania,TZ,USD,P2P,640.16,0.0,640.16,COMPLETED,,2025-03-07T03:39:00,2025-03-07T03:39:02.737000,2737,XXXX21144659,DEUTSCHE_BANK,XXXX21215277,BARCLAYS,POS_TERMINAL,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
